試合種別ID,試合種別名略,チームID,チーム名略,選手ID,選手名,選手名英略,ポジション,背番号,出生地,身長,体重,生年月日,所属チーム履歴,Jリーグ通算出場数(J1),Jリーグ通算出場数(J2),Jリーグ通算出場数(J3),Jリーグ初出場年月日,Jリーグ初出場試合名,初出場チーム名略称,初出場相手チーム名略称,初出場競技場名略称,Jリーグ初得点年月日,Jリーグ初得点試合名,Jリーグ初得点チーム名略称,Jリーグ初得点相手チーム名略称,Jリーグ初得点初出場競技場名略称,現所属F,SkillCorner選手ID,SkillCorner選手ID_2025
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1100800,梶川　諒太,KAJIKAWA Ryota,MF,23,兵庫県,164,58,19890417,荒井ＦＣ-兵庫ＦＣ-兵庫ＦＣ　Ｊｒユース-関西学院高-関西学院大-東京ヴェルディ-湘南ベルマーレ-Ｖ・ファーレン長崎-湘南ベルマーレ-Ｖ・ファーレン長崎-東京ヴェルディ-徳島ヴォルティス-東京ヴェルディ-徳島ヴォルティス-東京ヴェルディ,23,379,0,20110731,J2第23節,東京Ｖ,大分,味スタ,20120317,J2第3節,東京Ｖ,富山,富山,1,798259,798259
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1300848,金子　翔太,KANEKO Shota,MF,50,栃木県,163,58,19950502,今市第三カルナヴァル-ＪＦＡアカデミー福島-清水エスパルス-栃木ＳＣ-清水エスパルス-ジュビロ磐田-清水エスパルス-ジュビロ磐田,172,100,18,20140330,J3第4節,J-22,秋田,秋田球,20140330,J3第4節,J-22,秋田,秋田球,1,26973,26973
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1400650,松下　佳貴,MATSUSHITA Yoshiki,MF,18,愛媛県,174,67,19940303,宮前ＳＣ-三津浜中-松山工高-阪南大-ヴィッセル神戸-ベガルタ仙台,112,56,0,20150829,明治安田J1 2nd第9節,神戸,鳥栖,神戸ユ,20161029,明治安田J1 2nd第16節,神戸,名古屋,ノエスタ,1,27019,27019
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1601840,世瀬　啓人,SESE Hiroto,MF,6,鳥取県,182,73,19990820,ＦＣカミノ-ＦＣカミノＪｒユース-ガイナーレ鳥取Ｕ－１８-ガイナーレ鳥取,0,45,139,20180401,明治安田J3第5節,鳥取,相模原,ギオンス,20210620,明治安田J3第12節,鳥取,熊本,えがおＳ,1,848609,815901
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1605931,川上　エドオジョン　智慧,EDOOJON KAWAKAMI Chie,MF,33,埼玉県,167,68,19980421,西上尾キッカーズ-浦和レッズＪｒユース-浦和レッズユース-徳島ヴォルティス-カターレ富山-徳島ヴォルティス-ＳＣ相模原-徳島ヴォルティス-ザスパ群馬,5,104,45,20170408,明治安田J2第7節,徳島,山口,維新公園,20230517,明治安田J2第16節,群馬,水戸,正田スタ,1,789875,789875
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1627177,杉田　真彦,SUGITA Masahiko,MF,15,静岡県,171,66,19950616,長田西サッカースポーツ少年団-ロプタ静岡-静岡西高-順天堂大-ソニー仙台ＦＣ,0,55,64,20200704,明治安田J3第2節,藤枝,相模原,藤枝サ,20210410,明治安田J3第5節,藤枝,長野,藤枝サ,1,798172,798172
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1630179,岡澤　昂星,OKAZAWA Kosei,MF,17,大阪府,165,60,20031022,大和田少年ＳＣ-セレッソ大阪西Ｕ－１５-セレッソ大阪Ｕ－１８-セレッソ大阪-レッドブル　ブラガンチーノ／ブラジル-セレッソ大阪-ＦＣ琉球-セレッソ大阪-ＦＣ琉球-セレッソ大阪-藤枝ＭＹＦＣ-セレッソ大阪,0,28,85,20200715,明治安田J3第4節,Ｃ大23,岐阜,ヤンマー,20231111,明治安田J3第35節,琉球,鹿児島,タピスタ,1,254562,254562
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1635390,浅倉　廉,ASAKURA Ren,MF,8,神奈川県,168,64,20010428,町田相原ＦＣ-川崎フロンターレＵ－１０-川崎フロンターレＵ－１２-川崎フロンターレＵ－１５-静岡学園高-拓殖大,0,65,0,20230917,明治安田J2第35節,藤枝,町田,藤枝サ,20240922,明治安田J2第32節,藤枝,清水,藤枝サ,1,798298,798298
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1645868,芹生　海翔,SERIU Kaito,MF,30,兵庫県,178,68,20060222,セリオＦＣ-兵庫ＦＣ-センアーノ神戸-イルソーレ小野ＦＣ-鹿児島城西高,0,17,0,20240407,明治安田J2第9節,藤枝,仙台,藤枝サ,20240706,明治安田J2第23節,藤枝,水戸,藤枝サ,1,818237,894422
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1647383,三木　仁太,MIKI Jinta,MF,14,大阪府,174,67,20030821,ガンバ大阪ジュニア-ガンバ大阪Ｊｒユース-ガンバ大阪ユース-関西大,0,0,0,,,,,,,,,,,1,1050363,
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1648099,河本　大雅,KAWAMOTO Taiga,MF,26,山口県,173,64,20060723,愛宕サッカースポーツ少年団-レノファ山口ＦＣＵ－１５-ＡＩＥ国際高,0,3,0,20240810,明治安田J2第26節,藤枝,甲府,ＪＩＴス,,,,,,1,848608,894424
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1653374,中村　優斗,NAKAMURA Yuto,MF,13,埼玉県,175,70,20031009,アズマＦＣ-朝霞第二中-武南高-立正大,0,1,0,20251129,明治安田J2第38節,藤枝,山形,ＮＤスタ,,,,,,1,1035614,904870
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1656729,行友　祐翔,YUKUTOMO Yuha,MF,48,広島県,172,65,20070206,レノファ山口ＦＣ　Ｕ－１２-プラシア山口ＦＣ　Ｕ１５-高川学園高-鹿屋体育大,0,0,0,,,,,,,,,,,1,1067219,
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1618924,松木　駿之介,MATSUKI Shunnosuke,FW,7,神奈川県,170,64,19961024,あざみ野ＦＣ-横浜ＦＣＪｒユース-青森山田中-青森山田高-慶応大-ファジアーノ岡山-鈴鹿ポイントゲッターズ-ファジアーノ岡山-鈴鹿ポイントゲッターズ-ファジアーノ岡山-ヴェルスパ大分-ファジアーノ岡山-ガイナーレ鳥取,0,46,32,20200223,明治安田J2第1節,岡山,金沢,Ｃスタ,20240406,明治安田J3第8節,鳥取,福島,ヤジン,1,929237,815515
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1619726,矢村　健,YAMURA Ken,FW,9,東京都,169,69,19970609,ヴィトーリア目黒ＦＣ-横河武蔵野ＦＣＪｒユース-市立船橋高-新潟医療福祉大-アルビレックス新潟-藤枝ＭＹＦＣ-アルビレックス新潟-藤枝ＭＹＦＣ-アルビレックス新潟,23,134,0,20191109,明治安田J2第40節,新潟,岐阜,デンカＳ,20201104,明治安田J2第31節,新潟,山形,ＮＤスタ,1,798168,798168
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1621200,久保　征一郎,KUBO Seiichiro,FW,20,鹿児島県,186,79,20010622,太陽ＳＣ　Ｕ１２-太陽ＳＣ　Ｕ１５-ＦＣ東京Ｕ－１８-法政大-水戸ホーリーホック,0,49,22,20181007,明治安田J3第26節,Ｆ東23,福島,とうスタ,20190615,明治安田J3第12節,Ｆ東23,熊本,えがおＳ,1,798097,798097
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1633174,菊井　悠介,KIKUI Yusuke,FW,10,大阪府,173,73,19990917,アイリスＦＣ住吉-ヴィッセル神戸伊丹Ｕ－１５-大阪桐蔭高-流通経済大-松本山雅ＦＣ,0,0,126,20220313,明治安田J3第1節,松本,讃岐,ピカスタ,20220529,明治安田J3第10節,松本,今治,サンアル,1,929373,815757
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1636957,真鍋　隼虎,MANABE Hayato,FW,11,大阪府,177,72,20040102,高槻ＦＣジュニア-高槻ＦＣＪｒユース-名古屋グランパスＵ－１８-明治大,0,0,0,,,,,,,,,,,1,1050365,
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1646981,閑田　隼人,KANDA Hayato,FW,29,広島県,178,72,20020801,広島皆実ＦＣ-サンフレッチェ広島Ｊｒユース-広島皆実高-大阪学院大,0,11,0,20240608,明治安田J2第19節,藤枝,清水,アイスタ,,,,,,1,826952,894423
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1653196,ディディエ,DIDIE,FW,77,,,,,,0,0,0,,,,,,,,,,,0,,
250,Ｊ２・Ｊ３百年構想,30677,藤枝,1655813,山﨑　絢心,YAMAZAKI Kenshin,FW,24,静岡県,172,65,20070625,黒田サッカースポーツ少年団-清水エスパルスＵ１２三島-ＦＣ　Ｆｕｊｉ　Ｊｒユース-富士市立高,0,0,0,,,,,,,,,,,1,1050364,
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1624360,セランテス,SERANTES,GK,31,スペイン,184,74,19891024,バラカルドＣＦ／スペイン-ＳＤデウスト／スペイン-ビルバオ　アスレティック／スペイン-バラカルドＣＦ／スペイン-ＣＤルーゴ／スペイン-ＣＤレガネス／スペイン-アビスパ福岡-ＣＤテネリフェ／スペイン-ＵＤログロニェス／スペイン-ＦＣ今治,0,67,67,20190224,明治安田J2第1節,福岡,琉球,タピスタ,,,,,,1,13993,13993
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1641149,菅沼　一晃,SUGANUMA Kazuaki,GK,51,静岡県,186,80,20010912,中ノ町ｓｓｓ-浜松開誠館中-浜松開誠館高-福岡大-アビスパ福岡,0,0,0,,,,,,,,,,,1,986315,887610
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1647280,山口　畝良,YAMAGUCHI Sera,GK,30,愛知県,193,86,20021009,千石小-今池中-愛知高-中京大,0,0,0,,,,,,,,,,,1,,
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1655875,チョン　ヒョンホ,JUNG Hyeonho,GK,25,大韓民国,203,100,20041126,フェニックスＦＣ-安龍中／大韓民国-清州大成高／大韓民国-忠北清州ＦＣ／大韓民国-ＢＧパトゥム　ユナイテッドＦＣ／タイ,0,0,0,,,,,,,,,,,1,,
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1604304,甲斐　健太郎,KAI Kentaro,DF,4,大阪府,181,65,19941101,大阪セントラルＦＣジュニア-大阪セントラルＦＣＪｒユース-立正大淞南高-阪南大-ＦＣ岐阜-ガイナーレ鳥取-ＦＣ岐阜-いわてグルージャ盛岡,0,66,186,20160821,明治安田J2第30節,岐阜,山形,ＮＤスタ,20181028,明治安田J3第29節,鳥取,福島,とうスタ,1,929188,815495
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1607286,外山　凌,TOYAMA Ryo,DF,23,東京都,176,72,19940729,東京ヴェルディジュニア-東京ヴェルディＪｒユース-前橋育英高-阪南大-水戸ホーリーホック-ブラウブリッツ秋田-水戸ホーリーホック-松本山雅ＦＣ-徳島ヴォルティス-鹿児島ユナイテッドＦＣ-徳島ヴォルティス,0,157,80,20170226,明治安田J2第1節,水戸,湘南,Ｋｓスタ,20171028,明治安田J2第39節,水戸,徳島,鳴門大塚,1,798051,798051
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1618869,平瀬　大,HIRASE Dai,DF,40,長崎県,182,83,20010328,白南風ＳＣ-サガン鳥栖Ｕ－１５-サガン鳥栖Ｕ－１８-早稲田大-サガン鳥栖-レノファ山口ＦＣ-サガン鳥栖-レノファ山口ＦＣ-サガン鳥栖-ＦＣ岐阜-サガン鳥栖,1,32,10,20220831,明治安田J1第20節,鳥栖,川崎Ｆ,等々力,20240324,明治安田J2第6節,山口,愛媛,みらスタ,1,254497,254497
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1625668,羽田　健人,HANEDA Kento,DF,27,大阪府,185,80,19970707,千里丘ＦＣ-金光大阪高-関西大-大分トリニータ-清水エスパルス,52,40,0,20191130,明治安田J1第33節,大分,仙台,ユアスタ,20220618,明治安田J2第22節,大分,栃木,栃木グ,1,26934,26934
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1627451,大串　昇平,OGUSHI Shohei,DF,26,兵庫県,170,64,20020921,ガンバ大阪ジュニア-ガンバ大阪Ｊｒユース-ガンバ大阪ユース-京都産業大,0,0,24,20190721,明治安田J3第17節,Ｇ大23,Ｃ大23,ヤンマー,,,,,,1,1001144,896042
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1636282,加藤　慎太郎,KATO Shintaro,DF,5,東京都,191,86,19991018,フレンドリーＳＣ-三菱養和ＳＣ巣鴨ジュニア-三菱養和ＳＣ巣鴨Ｊｒユース-三菱養和ＳＣユース-専修大-ブラウブリッツ秋田-ヴァンラーレ八戸-ブラウブリッツ秋田-ヴァンラーレ八戸-ＦＣ岐阜-ヴァンラーレ八戸,0,3,56,20220427,明治安田J2第12節,秋田,岡山,ソユスタ,20230514,明治安田J3第10節,八戸,岩手,プラスタ,1,929066,815412
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1650527,キム　ユゴン,KIM Yugeon,DF,66,大韓民国,184,80,20060328,眞乾小／大韓民国-ＦＣソウルＵ－１５／大韓民国-ＦＣソウルＵ－１８／大韓民国,0,0,1,20250323,明治安田J3第6節,岐阜,鳥取,Ａｘｉｓ,,,,,,1,800004,800004
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1653366,湯岑　滉生,YUMINE Koki,DF,34,大阪府,193,89,20040312,住吉大社ＳＣ-和歌山南陵高-新潟産業大,0,0,0,,,,,,,,,,,1,,
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1655874,藤田　准也,FUJITA Junya,DF,79,滋賀県,181,74,20070726,大原ジュニアＦＣ-フォスタＦＣ-近江高,0,0,0,,,,,,,,,,,1,,
250,Ｊ２・Ｊ３百年構想,30302,岐阜,800758,山田　直輝,YAMADA Naoki,MF,15,埼玉県,168,66,19900704,北浦和サッカースポーツ少年団-浦和レッズＪｒユース-浦和レッズユース-浦和レッズ-湘南ベルマーレ-浦和レッズ-湘南ベルマーレ-浦和レッズ-湘南ベルマーレ-浦和レッズ-湘南ベルマーレ-浦和レッズ-湘南ベルマーレ,196,39,7,20080426,J1第8節,浦和,京都,西京極,20090429,J1第8節,浦和,清水,エコパ,1,26993,26993
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1300917,泉澤　仁,IZUMISAWA Jin,MF,39,千葉県,165,65,19911217,塩焼ＦＣ-ＦＣトリム-松戸ＦＣ-市川ＦＣ-柏レイソルＵ－１５-アルビレックス新潟ユース-阪南大-大宮アルディージャ-ガンバ大阪-東京ヴェルディ-ポゴン　シュチェチン／ポーランド-横浜Ｆ・マリノス-ヴァンフォーレ甲府-横浜Ｆ・マリノス-ヴァンフォーレ甲府-大宮アルディージャ,70,166,50,20140302,J1第1節,大宮,横浜FM,日産ス,20150503,明治安田J2第11節,大宮,愛媛,ＮＡＣＫ,1,727398,727398
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1300934,福田　晃斗,FUKUTA Akito,MF,6,三重県,170,65,19920501,名古屋グランパスＵ１５-四日市中央工高-鹿屋体育大-サガン鳥栖-湘南ベルマーレ-アルビレックス新潟-サガン鳥栖,202,40,11,20130928,J1第27節,鳥栖,広島,ベアスタ,20170625,明治安田J1第16節,鳥栖,浦和,ベアスタ,1,254396,254396
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1600147,中村　駿,NAKAMURA Shun,MF,9,千葉県,178,70,19940224,習志野高-駒澤大-ザスパクサツ群馬-モンテディオ山形-湘南ベルマーレ-アビスパ福岡-ジュビロ磐田,79,195,0,20160228,明治安田J2第1節,群馬,岐阜,正田スタ,20160507,明治安田J2第12節,群馬,山形,ＮＤスタ,1,254535,254535
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1600266,荒木　大吾,ARAKI Daigo,MF,8,千葉県,178,72,19940217,柏レイソルＵ－１５-柏レイソルＵ－１８-青山学院大-ジュビロ磐田-京都サンガF.C.,78,55,50,20160917,明治安田J1 2nd第12節,磐田,鹿島,カシマ,20191123,明治安田J1第32節,磐田,札幌,札幌ド,1,26076,26076
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1601440,松本　歩夢,MATSUMOTO Ayumu,MF,19,大阪府,179,68,19980428,ガンバ大阪Ｊｒユース-ガンバ大阪ユース-関西大,0,0,68,20160403,明治安田J3第3節,Ｇ大23,富山,富山,20221023,明治安田J3第30節,岐阜,沼津,長良川,1,929195,815502
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1601447,生地　慶充,OIJI Yoshiatsu,MF,14,東京都,177,70,19980402,松庵小ＳＣ-ＦＣ東京Ｕ－１５むさし-ＦＣ東京Ｕ－１８-筑波大,0,0,108,20160313,明治安田J3第1節,Ｆ東23,相模原,ギオンス,20160618,明治安田J3第13節,Ｆ東23,Ｃ大23,金鳥スタ,1,929187,815494
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1618634,萩野　滉大,HAGINO Kodai,MF,3,愛知県,177,70,20000620,愛知日進ＳＣＣ-名古屋グランパスＵ－１５-名古屋グランパスＵ－１８-法政大,0,0,55,20230503,明治安田J3第9節,岐阜,YS横浜,長良川,20231104,明治安田J3第34節,岐阜,八戸,長良川,1,929191,815498
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1632266,北　龍磨,KITA Ryoma,MF,10,京都府,175,72,19980416,宇治ＦＣＪｒユース-興国高-関東学院大-アスルクラロ沼津,0,0,144,20210320,明治安田J3第2節,沼津,今治,愛鷹,20211023,明治安田J3第24節,沼津,鹿児島,白波スタ,1,929196,815503
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1636309,文　仁柱,MUN Inju,MF,7,朝鮮民主主義人民共和国,167,63,19990822,埼玉朝鮮初中級学校-東京朝鮮中高級学校-朝鮮大-ガイナーレ鳥取,0,0,112,20220619,明治安田J3第13節,鳥取,宮崎,チュスタ,20221023,明治安田J3第30節,鳥取,北九州,ミクスタ,1,929194,815501
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1647286,屋嘉比　奏汰,YAKABI Kanata,MF,98,沖縄県,170,62,20040311,仲井真・真地ＦＣ-ヴィクサーレ沖縄ＦＣジュニア-ヴィクサーレ沖縄ＦＣＪｒユース-興国高-中京大,0,0,0,,,,,,,,,,,1,,
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1650528,箱崎　達也,HAKOZAKI Tatsuya,MF,85,大阪府,170,66,20020813,高槻ＦＣ-四国学院大香川西高-大阪学院大,0,0,31,20250216,明治安田J3第1節,岐阜,FC大阪,花園,20250816,明治安田J3第23節,岐阜,讃岐,ピカスタ,1,999904,896009
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1622679,山谷　侑士,YAMAYA Yushi,FW,77,神奈川県,177,73,20000611,ＦＣ明浜-横浜Ｆ・マリノスＪｒユース追浜-横浜Ｆ・マリノスユース-横浜Ｆ・マリノス-水戸ホーリーホック-横浜Ｆ・マリノス-鹿児島ユナイテッドＦＣ-横浜Ｆ・マリノス-横浜ＦＣ-横浜Ｆ・マリノス-ゲイラン　インターナショナルＦＣ／シンガポール-ＡＢコペンハーゲン／デンマーク,3,14,32,20190405,明治安田J1第6節,横浜FM,浦和,埼玉,20200719,明治安田J2第6節,水戸,町田,Ｋｓスタ,1,1023613,897955
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1625298,川本　梨誉,KAWAMOTO Riyo,FW,17,静岡県,178,75,20010611,中田サッカースポーツ少年団-清水エスパルスＪｒユース-清水エスパルスユース-清水エスパルス-ファジアーノ岡山-清水エスパルス-ファジアーノ岡山-清水エスパルス-ザスパクサツ群馬-清水エスパルス-ザスパクサツ群馬-清水エスパルス-ザスパ群馬-清水エスパルス-ブラウブリッツ秋田-清水エスパルス-ＦＣ岐阜-清水エスパルス,8,119,17,20191006,明治安田J1第28節,清水,浦和,埼玉,20201219,明治安田J1第34節,清水,Ｇ大阪,パナスタ,1,26979,26979
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1640671,横山　智也,YOKOYAMA Tomoya,FW,21,岐阜県,167,63,20000901,高富ＳＳ-ＦＣ岐阜Ｕ－１５-ＦＣ岐阜Ｕ－１８-岐阜協立大,0,0,40,20230715,明治安田J3第18節,岐阜,今治,長良川,20241116,明治安田J3第37節,岐阜,大宮,長良川,1,929201,815508
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1644758,ワッド　モハメッドサディキ,WADE Mohameddo Sadeiki,FW,18,東京都,187,83,20060529,Ｊｕｎｓ　ＳＣ　Ｕ－１２-柏レイソルＵ－１５-柏レイソルＵ－１８-柏レイソル-ＦＣ琉球-柏レイソル,0,0,12,20250215,明治安田J3第1節,琉球,群馬,正田スタ,,,,,,1,999982,895977
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1653089,ブヴィク　ムシティ　オコ,BEVIC MOUSSITI OKO,FW,11,コンゴ,185,85,19950128,ＵＳＬダンケルク／フランス-ル　アーブルＡＣ／フランス-ＵＳクヴィイー／フランス-ル　アーブルＡＣ／フランス-ル　マンＦＣ／フランス-アジャクシオ／フランス-ＭＫＥアンカラギュジュ／トルコ-ボルスポル／トルコ-ＵＳコンカルノー／フランス-ＦＣマルティーグ／フランス,0,0,8,20250824,明治安田J3第24節,岐阜,福島,長良川,20250927,明治安田J3第29節,岐阜,沼津,愛鷹,1,13157,13157
250,Ｊ２・Ｊ３百年構想,30302,岐阜,1656194,ファビオ　アゼヴェド,FABIO AZEVEDO,FW,99,ブラジル,182,75,19990104,グレミオ　オザスコ　アウダックス／ブラジル-サンベント／ブラジル-アウダックス　リオ／ブラジル-サンカエターノ／ブラジル-クリシウーマ／ブラジル-リネンセＦＣ／ブラジル,0,0,0,,,,,,,,,,,1,1065386,
250,Ｊ２・Ｊ３百年構想,30312,滋賀,1100187,櫛引　政敏,KUSHIBIKI Masatoshi,GK,21,青森県,186,85,19930129,千刈ＦＣ-青森山田中-青森山田高-清水エスパルス-鹿島アントラーズ-清水エスパルス-ファジアーノ岡山-清水エスパルス-モンテディオ山形-ザスパ群馬,59,204,5,20130525,J1第13節,清水,仙台,アイスタ,,,,,,1,789864,789864
250,Ｊ２・Ｊ３百年構想,30312,滋賀,1400260,笠原　淳,KASAHARA Sunao,GK,31,新潟県,188,82,19890721,新通イーグルス-坂井輪中-新潟高-ザスパ草津Ｕ－２３-ＡＣアルマレッザ飯能-ザスパ草津Ｕ－２３-東京学芸大-ＦＣ琉球-サウルコス福井-いわてグルージャ盛岡-ＭＩＯびわこ滋賀-ＦＣ大阪,0,0,10,20140309,J3第1節,琉球,J-22,沖縄県陸,,,,,,1,1058537,
250,Ｊ２・Ｊ３百年構想,30312,滋賀,1627355,伊東　倖希,ITO Koki,GK,1,神奈川県,188,75,19960517,ＦＣ東京Ｕ－１５深川-ＦＣ東京Ｕ－１８-鹿屋体育大-テゲバジャーロ宮崎,0,0,0,,,,,,,,,,,1,1040716,
250,Ｊ２・Ｊ３百年構想,30312,滋賀,1647176,本吉　勇貴,MOTOYOSHI Yuki,GK,41,神奈川県,181,77,19920922,あざみ野Ｆ．Ｃ-多摩大学目黒中-多摩大学目黒高-上武大-ブリオベッカ浦安-ＭＩＯびわこ滋賀-おこしやす京都ＡＣ-ブリオベッカ浦安,0,0,0,,,,,,,,,,,1,1058545,
250,Ｊ２・Ｊ３百年構想,30312,滋賀,1400733,藤谷　壮,FUJITANI So,DF,44,兵庫県,178,70,19971028,北五葉ＳＣ-ヴィッセル神戸Ｕ－１２-ヴィッセル神戸Ｕ－１５-ヴィッセル神戸Ｕ－１８-ヴィッセル神戸-ギラヴァンツ北九州-松本山雅ＦＣ,52,13,86,20150412,明治安田J1 1st第5節,神戸,甲府,ノエスタ,20230819,明治安田J3第23節,松本,鹿児島,白波スタ,1,27026,27026
250,Ｊ２・Ｊ３百年構想,30312,滋賀,1500559,宮城　雅史,MIYAGI Masafumi,DF,3,沖縄県,179,81,19910119,赤道クラブ-具志川中-具志川高-駒澤大-栃木ウーヴァＦＣ-レノファ山口ＦＣ-京都サンガF.C.-テゲバジャーロ宮崎-ＢＴＯＰサンクくりやま,0,57,34,20150315,明治安田J3第1節,山口,鳥取,維新公園,20150321,明治安田J3第2節,山口,J-22,維新公園,1,1058534,
250,Ｊ２・Ｊ３百年構想,30312,滋賀,1605605,西山　大雅,NISHIYAMA Taiga,DF,5,神奈川県,183,77,19990824,ＦＣ六会湘南台-横浜Ｆ・マリノスＪｒユース追浜-横浜Ｆ・マリノスユース-横浜Ｆ・マリノス-ラインメール青森ＦＣ-横浜Ｆ・マリノス-横浜ＦＣ-栃木シティ,1,0,0,20230624,明治安田J1第18節,横浜FC,京都,サンガＳ,,,,,,1,690729,690729
250,Ｊ２・Ｊ３百年構想,30312,滋賀,1612697,前川　智敬,MAEKAWA Tomoyuki,DF,36,兵庫県,170,67,19990407,ヴィッセル神戸Ｕ－１５-ヴィッセル神戸Ｕ－１８-国士舘大-アスルクラロ沼津-レイラック滋賀-ＦＣティアモ枚方,0,0,3,20220917,明治安田J3第25節,沼津,富山,愛鷹,20221112,明治安田J3第33節,沼津,愛媛,ニンスタ,1,,
250,Ｊ２・Ｊ３百年構想,30312,滋賀,1627353,井出　敬大,IDE Keita,DF,4,千葉県,180,71,20010818,カナリーニョＦＣ-柏レイソルＵ－１５-柏レイソルＵ－１８-柏レイソル-栃木ＳＣ,0,3,0,20200729,明治安田J2第8節,栃木,群馬,正田スタ,,,,,,1,1040710,
250,Ｊ２・Ｊ３百年構想,30312,滋賀,1629433,小野寺　健也,ONODERA Kenya,DF,55,神奈川県,184,77,19971118,秦野本町サッカー少年団-秦野南中-日大藤沢高-明治大-モンテディオ山形-栃木ＳＣ-モンテディオ山形-栃木ＳＣ-鹿児島ユナイテッドＦＣ-栃木ＳＣ,0,28,10,20210228,明治安田J2第1節,栃木,岡山,カンセキ,20211121,明治安田J2第40節,栃木,金沢,カンセキ,1,1058539,905184
250,Ｊ２・Ｊ３百年構想,30312,滋賀,1630163,平井　駿助,HIRAI Shunsuke,DF,2,和歌山県,186,73,20020907,岩出ＦＣアズール-岩出ＦＣアズールＪｒユース-興国高-横浜Ｆ・マリノス-ラインメール青森ＦＣ-横浜Ｆ・マリノス-レイラック滋賀ＦＣ-横浜Ｆ・マリノス-レイラック滋賀ＦＣ-飛鳥ＦＣ,0,0,0,,,,,,,,,,,1,1058541,
250,Ｊ２・Ｊ３百年構想,30312,滋賀,1639136,谷田　壮志朗,TANIDA Soshiro,DF,48,東京都,180,70,20050710,戸山ＳＣ-横河武蔵野ＦＣ　Ｕ－１２-東京武蔵野シティＦＣ　Ｕ－１５-ジェフユナイテッド千葉Ｕ－１８-ジェフユナイテッド千葉-鹿児島ユナイテッドＦＣ-ジェフユナイテッド千葉,0,1,0,20220817,明治安田J2第28節,千葉,甲府,フクアリ,,,,,,1,989798,892567
250,Ｊ２・Ｊ３百年構想,30312,滋賀,1645928,小泉　隆斗,KOIZUMI Ryuto,DF,13,神奈川県,168,64,19940905,岬陽ＳＣ-横須賀シーガルズ-帝京第三高-立正大-東京２３ＦＣ-ブリオベッカ浦安-ガイナーレ鳥取,0,0,9,20240225,明治安田J3第1節,鳥取,今治,里山Ｓ,20241013,明治安田J3第32節,鳥取,岩手,ヤジン,1,929252,815529
250,Ｊ２・Ｊ３百年構想,30312,滋賀,1654345,角田　駿,TSUNODA Shun,DF,26,群馬県,180,73,19960924,前橋芳賀ＦＣ-前橋ジュニア-桐生第一高-北陸大,0,0,0,,,,,,,,,,,1,1058546,
